0,1,2,3,4,District
8,Mohammadpur,Nahata SO, ,7632,মাগুড়া পোস্ট কোড
1,Sadar,Rajbari HO, ,7700,রাজবাড়ী পোস্ট কোড 
2,Goalondo,Goalondo UPO, ,7710,রাজবাড়ী পোস্ট কোড 
3,Goalondo,Khankhanapur SO, ,7711,রাজবাড়ী পোস্ট কোড 
4,Pangsha,Pangsha UPO, ,7720,রাজবাড়ী পোস্ট কোড 
5,Pangsha,Ramkol CSO, ,7721,রাজবাড়ী পোস্ট কোড 
6,Pangsha,Ratondia CSO, ,7722,রাজবাড়ী পোস্ট কোড 
7,Pangsha,Mrigi Bazar EDSO, ,7723,রাজবাড়ী পোস্ট কোড 
8,Baliakandi,Baliakandi UPO, ,7730,রাজবাড়ী পোস্ট কোড 
9,Baliakandi,Nolia CSO, ,7731,রাজবাড়ী পোস্ট কোড 
1,Sadar,Faridpur HO, ,7800,ফরিদপুর পোস্ট কোড
2,Sadar,Kanaipur SO, ,7801,ফরিদপুর পোস্ট কোড
3,Sadar,Ambicapur SO, ,7802,ফরিদপুর পোস্ট কোড
4,Sadar,Baitul Aman Politechnoque Institute TSO, ,7803,ফরিদপুর পোস্ট কোড
5,Sadar,Sree Angan SO, ,7804,ফরিদপুর পোস্ট কোড
6,Char Bhadrasan,Char Bhadrasan UPO, ,7810,ফরিদপুর পোস্ট কোড
7,Sadarpur,Sadarpur UPO, ,7820,ফরিদপুর পোস্ট কোড
8,Sadarpur,Hatkrishnapur SO, ,7821,ফরিদপুর পোস্ট কোড
9,Sadarpur,Biswajaker Manjil SO, ,7822,ফরিদপুর পোস্ট কোড
10,Bhanga,Bhanga UPO, ,7830,ফরিদপুর পোস্ট কোড
11,Nagarkanda,Nagarkanda UPO, ,7840,ফরিদপুর পোস্ট কোড
12,Nagarkanda,Talma SO, ,7841,ফরিদপুর পোস্ট কোড
13,Madhukhali,Madhukhali UPO, ,7850,ফরিদপুর পোস্ট কোড
14,Madhukhali,Kamarkhali SO, ,7851,ফরিদপুর পোস্ট কোড
15,Boalmari,Boalmari UPO, ,7860,ফরিদপুর পোস্ট কোড
16,Boalmari,Rupapat EDSO, ,7861,ফরিদপুর পোস্ট কোড
17,Alfadanga,Alfadanga UPO, ,7870,ফরিদপুর পোস্ট কোড
1,Sadar,Madaripur HO, ,7900,মাদারিপুর পোস্ট কোড   
2,Sadar,Charmugria SO, ,7901,মাদারিপুর পোস্ট কোড   
3,Sadar,Kulpaddi EDSO, ,7902,মাদারিপুর পোস্ট কোড   
4,Sadar,habigonj EDSO, ,7903,মাদারিপুর পোস্ট কোড   
5,Sadar,Mustafapur EDSO, ,7904,মাদারিপুর পোস্ট কোড   
6,Rajair,Rajair UPO, ,7910,মাদারিপুর পোস্ট কোড   
7,Rajair,Khalia SO, ,7911,মাদারিপুর পোস্ট কোড   
8,Kalkini,Kalkini UPO, ,7920,মাদারিপুর পোস্ট কোড   
9,Kalkini,Saheb Rampur EDSO, ,7921,মাদারিপুর পোস্ট কোড   
10,Barahamgonj (Shibchar),Barahamgonj (Shibchar) UPO, ,7930,মাদারিপুর পোস্ট কোড   
11,Barahamgonj (Shibchar),Nilakashmi Bandar SO, ,7931,মাদারিপুর পোস্ট কোড   
12,Barahamgonj (Shibchar),Bahadurpur EDSO, ,7932,মাদারিপুর পোস্ট কোড   
13,Barahamgonj (Shibchar),Umedpur EDSO, ,7933,মাদারিপুর পোস্ট কোড   
1,Sadar,Palong (Shariatpur) HO, ,8000,শরিয়তপুর পোস্ট কোড 
2,Sadar,ngaria SO, ,8001,শরিয়তপুর পোস্ট কোড 
3,Sadar,Chikandi SO, ,8002,শরিয়তপুর পোস্ট কোড 
4,Jangira,Jangira UPO, ,8010,শরিয়তপুর পোস্ট কোড 
5,Naria,Naria UPO, ,8020,শরিয়তপুর পোস্ট কোড 
6,Naria,Bhujeswar SO, ,8021,শরিয়তপুর পোস্ট কোড 
7,Naria,Gharisar SO, ,8022,শরিয়তপুর পোস্ট কোড 
8,Naria,UPSI SO, ,8023,শরিয়তপুর পোস্ট কোড 
9,Naria ,Kartikpur SO, ,8024,শরিয়তপুর পোস্ট কোড 
10,Bhedergonj,Bhedergonj UPO, ,8030,শরিয়তপুর পোস্ট কোড 
11,Demuday,Demuday UPO, ,8040,শরিয়তপুর পোস্ট কোড 
12,Gosairhat,Gosairhat UPO, ,8050,শরিয়তপুর পোস্ট কোড 
1,Sadar,Gopalgonj HO, ,8100,গোপালগঞ্জ পোস্ট কোড
2,Sadar,Ulpur SO, ,8101,গোপালগঞ্জ পোস্ট কোড
3,Sadar,Barfa SO, ,8102,গোপালগঞ্জ পোস্ট কোড
4,Kotalipara,Kotalipara UPO, ,8110,গোপালগঞ্জ পোস্ট কোড
5,Tongipara,Tongipara HO, ,8120,গোপালগঞ্জ পোস্ট কোড
6,Tongipara,Patgati SO, ,8121,গোপালগঞ্জ পোস্ট কোড
7,Kasiani,Kasiani UPO, ,8130,গোপালগঞ্জ পোস্ট কোড
8,Kasiani,Ramdia College SO, ,8131,গোপালগঞ্জ পোস্ট কোড
9,Kasiani,Ratail EDSO, ,8132,গোপালগঞ্জ পোস্ট কোড
10,Kasiani,Jonapur EDSO, ,8133,গোপালগঞ্জ পোস্ট কোড
11,Maksudpur,Maksudpur UPO, ,8140,গোপালগঞ্জ পোস্ট কোড
12,Maksudpur,Batkiamari SO, ,8141,গোপালগঞ্জ পোস্ট কোড
13,Maksudpur,Khanderpara EDSO, ,8142,গোপালগঞ্জ পোস্ট কোড
1,Sadar,Barishal HO, ,8200,বরিশাল পোস্ট কোড 
2,Sadar,Bukhainnagar EDSO, ,8201,বরিশাল পোস্ট কোড 
3,Sadar,Saheberhat EDSO, ,8202,বরিশাল পোস্ট কোড 
4,Sadar,Sugandia EDSO, ,8203,বরিশাল পোস্ট কোড 
5,Sadar,Patang EDSO, ,8204,বরিশাল পোস্ট কোড 
6,Sadar,Kasipur EDSO, ,8205,বরিশাল পোস্ট কোড 
7,Sadar,Jaguarhat EDSO, ,8206,বরিশাল পোস্ট কোড 
8,Sadar,Rupatoli Housing Estate SO, ,8207,বরিশাল পোস্ট কোড 
9,Babugonj,Babugonj UPO, ,8210,বরিশাল পোস্ট কোড 
10,Babugonj,Rahmatpur SO, ,8211,বরিশাল পোস্ট কোড 
11,Babugonj,Chandpasa EDSO, ,8212,বরিশাল পোস্ট কোড 
12,Babugonj,Madabpasa EDSO, ,8213,বরিশাল পোস্ট কোড 
13,Babugonj,Thakur Mallik EDSO, ,8214,বরিশাল পোস্ট কোড 
14,Babugonj,Nizam Uddin College EDSO, ,8215,বরিশাল পোস্ট কোড 
15,Babugonj,Barishal Cadet College SO, ,8216,বরিশাল পোস্ট কোড 
16,Babugonj,Babugonj Bandar SO, ,8217,বরিশাল পোস্ট কোড 
17,Uzirpur,Uzirpur UPO, ,8220,বরিশাল পোস্ট কোড 
18,Uzirpur,Dhamura SO, ,8221,বরিশাল পোস্ট কোড 
19,Uzirpur,Jugirkanda SO, ,8222,বরিশাল পোস্ট কোড 
20,Uzirpur,Sikarpur SO, ,8223,বরিশাল পোস্ট কোড 
21,Gour Nadi,Gour Nadi UPO, ,8230,বরিশাল পোস্ট কোড 
22,Gour Nadi,Tarki Bandar SO, ,8231,বরিশাল পোস্ট কোড 
23,Gour Nadi,Kasemabad SO, ,8232,বরিশাল পোস্ট কোড 
24,Gour Nadi,Batajore SO, ,8233,বরিশাল পোস্ট কোড 
25,Agailjara,Agailjara UPO, ,8240,বরিশাল পোস্ট কোড 
26,Agailjara,Gaila SO, ,8241,বরিশাল পোস্ট কোড 
27,Agailjara,Paiserhat SO, ,8242,বরিশাল পোস্ট কোড 
28,Muladi,Muladi UPO, ,8250,বরিশাল পোস্ট কোড 
29,Muladi,Kazirchar EDSO, ,8251,বরিশাল পোস্ট কোড 
30,Muladi,Charkalekhan EDSO, ,8252,বরিশাল পোস্ট কোড 
31,Barjalia (Hijla),Barjalia (Hijla) UPo, ,8260,বরিশাল পোস্ট কোড 
32,Barjalia (Hijla),Osman Manjil SO, ,8261,বরিশাল পোস্ট কোড 
33,Mehendigonj,Mehendigonj UPO, ,8270,বরিশাল পোস্ট কোড 
34,Mehendigonj,Laskerpur SO, ,8271,বরিশাল পোস্ট কোড 
35,Mehendigonj,Ulania SO, ,8272,বরিশাল পোস্ট কোড 
36,Mehendigonj,Nalgora EDSO, ,8273,বরিশাল পোস্ট কোড 
37,Mehendigonj,Lengutia SO, ,8274,বরিশাল পোস্ট কোড 
38,Sahebgonj (Bakhergonj),Sahebgonj (Bakhergonj) UPO, ,8280,বরিশাল পোস্ট কোড 
39,Sahebgonj (Bakhergonj),Charmaddi EDSO, ,8281,বরিশাল পোস্ট কোড 
40,Sahebgonj (Bakhergonj),Padri Shibpur SO, ,8282,বরিশাল পোস্ট কোড 
41,Sahebgonj (Bakhergonj),Sialguni EDSO, ,8283,বরিশাল পোস্ট কোড 
42,Sahebgonj (Bakhergonj),Kalaskakti SO, ,8284,বরিশাল পোস্ট কোড 
1,Sadar,Bhola HO, ,8300,ভোলা পোস্ট কোড 
2,Sadar,Joynagar SO, ,8301,ভোলা পোস্ট কোড 
3,Daulatkhan,Daulatkhan UPO, ,8310,ভোলা পোস্ট কোড 
4,Daulatkhan,Hazipur Madrasa SO, ,8311,ভোলা পোস্ট কোড 
5,Burhanuddin,Burhanuddin UPO, ,8320,ভোলা পোস্ট কোড 
6,Burhanuddin,Mirza Kalu SO, ,8321,ভোলা পোস্ট কোড 
7,Lalmohan,Lalmohan UPo, ,8330,ভোলা পোস্ট কোড 
8,Lalmohan,Daurihat EDSO, ,8331,ভোলা পোস্ট কোড 
9,Lalmohan,Gazaria SO, ,8332,ভোলা পোস্ট কোড 
10,Charfessan,Charfessan UPO, ,8340,ভোলা পোস্ট কোড 
11,Charfessan,Dularhat EDSO, ,8341,ভোলা পোস্ট কোড 
12,Charfessan,Keramatgonj EDSO, ,8342,ভোলা পোস্ট কোড 
13,Hat Shasigonj (Tazimuddin),Hat Shasigonj (Tazimuddin), ,8350,ভোলা পোস্ট কোড 
14,Hazirhat (Monpura),Hazirhat (Monpura), ,8360,ভোলা পোস্ট কোড 
1,Sadar,Jhalakati UO, ,8400,ঝালকাঠি পোস্ট কোড
2,Sadar,Nabagram EDSO, ,8401,ঝালকাঠি পোস্ট কোড
3,Sadar,Bawkati EDSO, ,8402,ঝালকাঠি পোস্ট কোড
4,Sadar,Gava EDSO, ,8403,ঝালকাঠি পোস্ট কোড
5,Sadar,Shekherhat EDSO, ,8404,ঝালকাঠি পোস্ট কোড
6,Rajapur,Rajapur UPO, ,8410,ঝালকাঠি পোস্ট কোড
7,Nalchiti,Nalchiti UPO, ,8420,ঝালকাঠি পোস্ট কোড
8,Nalchiti,Birkati SO, ,8421,ঝালকাঠি পোস্ট কোড
9,Kathalia,Kathalia UPO, ,8430,ঝালকাঠি পোস্ট কোড
10,Kathalia,Amua SO, ,8431,ঝালকাঠি পোস্ট কোড
11,Kathalia,Niamoti SO, ,8432,ঝালকাঠি পোস্ট কোড
12,Kathalia,Shoulajalia SO, ,8433,ঝালকাঠি পোস্ট কোড
1,Sadar,Pirojpur HO, ,8500,পিরোজপুর পোস্ট কোড 
2,Sadar,Hularhat SO, ,8501,পিরোজপুর পোস্ট কোড 
3,Sadar,Parerhat SO, ,8502,পিরোজপুর পোস্ট কোড 
4,Kaukhali,Kaukhali UPO, ,8510,পিরোজপুর পোস্ট কোড 
5,Kaukhali,Keondia EDSO, ,8511,পিরোজপুর পোস্ট কোড 
6,Kaukhali,Joykul EDSO, ,8512,পিরোজপুর পোস্ট কোড 
7,Kaukhali,Julagati EDSO, ,8513,পিরোজপুর পোস্ট কোড 
8,Swarupkati,Swarupkati UPO, ,8520,পিরোজপুর পোস্ট কোড 
9,Swarupkati,Darus Sunnat SO, ,8521,পিরোজপুর পোস্ট কোড 
10,Swarupkati,Kaurikhara SO, ,8522,পিরোজপুর পোস্ট কোড 
11,Swarupkati,Jalabari SO, ,8523,পিরোজপুর পোস্ট কোড 
12,Banaripara,Banaripara UPO, ,8530,পিরোজপুর পোস্ট কোড 
13,Banaripara,Chakher SO, ,8531,পিরোজপুর পোস্ট কোড 
14,Nazirpur,Nazirpur UPO, ,8540,পিরোজপুর পোস্ট কোড 
15,Nazirpur,Seriamkati SO, ,8541,পিরোজপুর পোস্ট কোড 
16,Bhanderia,Bhanderia UPO, ,8550,পিরোজপুর পোস্ট কোড 
17,Bhanderia,Kanudaskatia EDSO, ,8551,পিরোজপুর পোস্ট কোড 
18,Bhanderia,Daoya EDSO, ,8552,পিরোজপুর পোস্ট কোড 
19,Mathbaria,Mathbaria UPO, ,8560,পিরোজপুর পোস্ট কোড 
20,Mathbaria,Tushkali SO, ,8561,পিরোজপুর পোস্ট কোড 
21,Mathbaria,Halta EDSO, ,8562,পিরোজপুর পোস্ট কোড 
22,Mathbaria,Gulisakhali Mia SO, ,8563,পিরোজপুর পোস্ট কোড 
23,Mathbaria,Tiarkahali SO, ,8564,পিরোজপুর পোস্ট কোড 
24,Mathbaria,Betmore Nutan Hat EDSO, ,8565,পিরোজপুর পোস্ট কোড 
25,Mathbaria,Silargonj EDSO, ,8566,পিরোজপুর পোস্ট কোড 
1,Sadar,Patuakhali HO, ,8600,পটুয়াখালী পোস্ট কোড
2,Sadar,Moukaran SO, ,8601,পটুয়াখালী পোস্ট কোড
3,Sadar,Domki SO, ,8602,পটুয়াখালী পোস্ট কোড
4,Sadar,Rahimabad EDSO, ,8603,পটুয়াখালী পোস্ট কোড
5,Subidhakhali (Mirzagonj),Subidhakhali (Mirzagonj) UPO, ,8610,পটুয়াখালী পোস্ট কোড
6,Subidhakhali (Mirzagonj),Khataltali Bazar SO, ,8611,পটুয়াখালী পোস্ট কোড
7,Baufal,Baufal UPO, ,8620,পটুয়াখালী পোস্ট কোড
8,Baufal,Bangbadar SO, ,8621,পটুয়াখালী পোস্ট কোড
9,Baufal,Birpasa SO, ,8622,পটুয়াখালী পোস্ট কোড
10,Baufal,Kalisari SO, ,8623,পটুয়াখালী পোস্ট কোড
11,Baufal,Kalaiya SO, ,8624,পটুয়াখালী পোস্ট কোড
12,Dasmina,Dasmina UPO, ,8630,পটুয়াখালী পোস্ট কোড
13,Golachipa,Golachipa UPO, ,8640,পটুয়াখালী পোস্ট কোড
14,Golachipa,Gazipur Bandar EDSO, ,8641,পটুয়াখালী পোস্ট কোড
15,Khepupara,Khepupara UPO, ,8650,পটুয়াখালী পোস্ট কোড
16,Khepupara,Mahipur EDSO, ,8651,পটুয়াখালী পোস্ট কোড
1,Sadar,Barguna HO, ,8700,বরগুণা পোস্ট কোড  
2,Sadar,Nali Bandar EDSO, ,8701,বরগুণা পোস্ট কোড  
3,Amtali,Amtali UPO, ,8710,বরগুণা পোস্ট কোড  
4,Patharghata,Patharghata UPO, ,8720,বরগুণা পোস্ট কোড  
5,Patharghata,Kakchira SO, ,8721,বরগুণা পোস্ট কোড  
6,Bamna,Bamna UPO, ,8730,বরগুণা পোস্ট কোড  
7,Betagi,Betagi UPO, ,8740,বরগুণা পোস্ট কোড  
8,Betagi,Darul Ulum EDSO, ,8741,বরগুণা পোস্ট কোড  
1,Sadar,Khulna GPO, ,9000,খুলনা পোস্ট কোড  
2,Sadar,Khulna City HO, ,9100,খুলনা পোস্ট কোড  
3,Sadar,Khulna Shipyard SO, ,9201,খুলনা পোস্ট কোড  
4,Sadar,Daulatpur TSO, ,9202,খুলনা পোস্ট কোড  
5,Sadar,BITT     SO, ,9203,খুলনা পোস্ট কোড  
6,Sadar,Sirmani TSO, ,9204,খুলনা পোস্ট কোড  
7,Sadar,Jahanabad Cantt. TSO, ,9205,খুলনা পোস্ট কোড  
8,Sadar,Sonali Jute Mills TSO, ,9206,খুলনা পোস্ট কোড  
9,Sadar,Atra Industrial TSO, ,9207,খুলনা পোস্ট কোড  
10,Sadar,Khulna University TSO, ,9208,খুলনা পোস্ট কোড  
11,Fultala,Fultala UPO, ,9210,খুলনা পোস্ট কোড  
12,Digalia,Digalia UPO, ,9220,খুলনা পোস্ট কোড  
13,Digalia,Chandani Mohal SO, ,9221,খুলনা পোস্ট কোড  
14,Digalia,Senhati SO, ,9222,খুলনা পোস্ট কোড  
15,Digalia,Goshgati Barakpur EDSO, ,9223,খুলনা পোস্ট কোড  
16,Terakhada,Terakhada UPO, ,9230,খুলনা পোস্ট কোড  
17,Terakhada,Pak Barasat EDSO, ,9231,খুলনা পোস্ট কোড  
18,Alaipur (Rupsha),Alaipur (Rupsha) UPO, ,9240,খুলনা পোস্ট কোড  
19,Alaipur (Rupsha),Ropsa East SO, ,9241,খুলনা পোস্ট কোড  
20,Alaipur (Rupsha),Belfulia SO, ,9242,খুলনা পোস্ট কোড  
21,Sajiara (Dumuria),Sajiara (Dumuria) UPO, ,9250,খুলনা পোস্ট কোড  
22,Sajiara (Dumuria),Ghonabanda EDSO, ,9251,খুলনা পোস্ট কোড  
23,Sajiara (Dumuria),Chuknagar SO, ,9252,খুলনা পোস্ট কোড  
24,Sajiara (Dumuria),Shahapur SO, ,9253,খুলনা পোস্ট কোড  
